mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
240.0,240.0,41.0,80.0,0.513,16.0,35.0,0.457,19.0,28.0,0.679,4.0,35.0,39.0,25.0,8.0,4.0,15.0,28.0,117.0,,0.634,0.613,0.438,0.35,10.3,81.4,47.6,61.0,7.9,7.8,14.0,100.0,115.1,116.1,,,10.0,22.0,1.0,5.0,8.0,1.0,8.0,10.0,1.0,1.0,7.0,7.0,8.0,2.0,2.0,7.0,5.0,31.0,14.0,1.058,1.056,1.0,1.0,10.6,29.0,20.2,32.9,3.8,41.2,41.0,38.7,218.0,120.0,PHI,117,0,1,240.0,240.0,41.0,81.0,0.506,11.0,30.0,0.367,25.0,36.0,0.694,8.0,35.0,43.0,20.0,9.0,4.0,14.0,23.0,118.0,,0.609,0.574,0.37,0.444,18.6,89.7,52.4,48.8,8.9,8.9,12.6,100.0,116.1,115.1,,,10.0,21.0,0.75,4.0,12.0,1.0,17.0,17.0,1.0,4.0,8.0,12.0,4.0,2.0,2.0,7.0,4.0,39.0,14.0,0.929,0.929,0.667,0.85,12.7,28.0,20.0,33.8,5.8,6.1,33.3,39.4,156.0,121.0,MIL,118,1,2024,2023-10-26,False
240.0,240.0,41.0,81.0,0.506,11.0,30.0,0.367,25.0,36.0,0.694,8.0,35.0,43.0,20.0,9.0,4.0,14.0,23.0,118.0,,0.609,0.574,0.37,0.444,18.6,89.7,52.4,48.8,8.9,8.9,12.6,100.0,116.1,115.1,,,10.0,21.0,0.75,4.0,12.0,1.0,17.0,17.0,1.0,4.0,8.0,12.0,4.0,2.0,2.0,7.0,4.0,39.0,14.0,0.929,0.929,0.667,0.85,12.7,28.0,20.0,33.8,5.8,6.1,33.3,39.4,156.0,121.0,MIL,118,1,0,240.0,240.0,41.0,80.0,0.513,16.0,35.0,0.457,19.0,28.0,0.679,4.0,35.0,39.0,25.0,8.0,4.0,15.0,28.0,117.0,,0.634,0.613,0.438,0.35,10.3,81.4,47.6,61.0,7.9,7.8,14.0,100.0,115.1,116.1,,,10.0,22.0,1.0,5.0,8.0,1.0,8.0,10.0,1.0,1.0,7.0,7.0,8.0,2.0,2.0,7.0,5.0,31.0,14.0,1.058,1.056,1.0,1.0,10.6,29.0,20.2,32.9,3.8,41.2,41.0,38.7,218.0,120.0,PHI,117,0,2024,2023-10-26,True
240.0,240.0,44.0,90.0,0.489,16.0,33.0,0.485,9.0,15.0,0.6,10.0,28.0,38.0,24.0,5.0,5.0,10.0,17.0,113.0,,0.585,0.578,0.367,0.167,23.8,87.5,51.4,54.5,5.2,8.9,9.4,100.0,118.1,132.7,,,13.0,21.0,1.0,5.0,8.0,1.0,8.0,11.0,1.0,6.0,8.0,13.0,7.0,2.0,2.0,5.0,4.0,31.0,4.0,1.0,1.0,1.0,1.571,22.3,100.0,54.8,32.4,4.0,72.4,28.6,38.1,200.0,138.0,MIN,113,0,1,240.0,240.0,48.0,86.0,0.558,14.0,30.0,0.467,17.0,18.0,0.944,4.0,32.0,36.0,28.0,6.0,7.0,9.0,12.0,127.0,,0.676,0.64,0.349,0.209,12.5,76.2,48.6,58.3,6.3,12.3,8.7,100.0,132.7,118.1,,,17.0,24.0,1.0,3.0,7.0,1.0,5.0,5.0,1.0,2.0,7.0,7.0,8.0,2.0,5.0,3.0,3.0,41.0,25.0,1.5,1.5,1.0,1.333,12.4,27.2,18.7,30.8,2.5,18.7,21.2,39.4,275.0,128.0,ATL,127,1,2024,2023-10-30,False
240.0,240.0,48.0,86.0,0.558,14.0,30.0,0.467,17.0,18.0,0.944,4.0,32.0,36.0,28.0,6.0,7.0,9.0,12.0,127.0,,0.676,0.64,0.349,0.209,12.5,76.2,48.6,58.3,6.3,12.3,8.7,100.0,132.7,118.1,,,17.0,24.0,1.0,3.0,7.0,1.0,5.0,5.0,1.0,2.0,7.0,7.0,8.0,2.0,5.0,3.0,3.0,41.0,25.0,1.5,1.5,1.0,1.333,12.4,27.2,18.7,30.8,2.5,18.7,21.2,39.4,275.0,128.0,ATL,127,1,0,240.0,240.0,44.0,90.0,0.489,16.0,33.0,0.485,9.0,15.0,0.6,10.0,28.0,38.0,24.0,5.0,5.0,10.0,17.0,113.0,,0.585,0.578,0.367,0.167,23.8,87.5,51.4,54.5,5.2,8.9,9.4,100.0,118.1,132.7,,,13.0,21.0,1.0,5.0,8.0,1.0,8.0,11.0,1.0,6.0,8.0,13.0,7.0,2.0,2.0,5.0,4.0,31.0,4.0,1.0,1.0,1.0,1.571,22.3,100.0,54.8,32.4,4.0,72.4,28.6,38.1,200.0,138.0,MIN,113,0,2024,2023-10-30,True
240.0,240.0,43.0,86.0,0.5,10.0,28.0,0.357,18.0,21.0,0.857,9.0,33.0,42.0,25.0,8.0,7.0,9.0,18.0,114.0,,0.598,0.558,0.326,0.244,24.3,71.7,50.6,58.1,8.6,12.7,8.6,100.0,123.2,115.7,,,14.0,21.0,1.0,7.0,9.0,1.0,6.0,7.0,1.0,3.0,9.0,9.0,8.0,3.0,2.0,2.0,4.0,34.0,10.0,1.5,1.5,1.0,0.7,22.9,26.6,22.9,45.3,5.3,7.6,50.0,32.1,159.0,127.0,PHI,114,0,1,240.0,240.0,38.0,87.0,0.437,17.0,32.0,0.531,14.0,19.0,0.737,13.0,28.0,41.0,28.0,5.0,5.0,13.0,19.0,107.0,,0.561,0.534,0.368,0.218,28.3,75.7,49.4,73.7,5.4,8.6,12.0,100.0,115.7,123.2,,,11.0,16.0,0.688,4.0,6.0,1.0,3.0,4.0,1.0,3.0,7.0,8.0,10.0,2.0,2.0,3.0,5.0,24.0,5.0,0.901,0.875,0.75,0.6,17.2,33.3,22.2,43.6,4.4,4.5,40.3,31.5,157.0,131.0,TOR,107,1,2024,2023-10-28,True
240.0,240.0,38.0,87.0,0.437,17.0,32.0,0.531,14.0,19.0,0.737,13.0,28.0,41.0,28.0,5.0,5.0,13.0,19.0,107.0,,0.561,0.534,0.368,0.218,28.3,75.7,49.4,73.7,5.4,8.6,12.0,100.0,115.7,123.2,,,11.0,16.0,0.688,4.0,6.0,1.0,3.0,4.0,1.0,3.0,7.0,8.0,10.0,2.0,2.0,3.0,5.0,24.0,5.0,0.901,0.875,0.75,0.6,17.2,33.3,22.2,43.6,4.4,4.5,40.3,31.5,157.0,131.0,TOR,107,1,0,240.0,240.0,43.0,86.0,0.5,10.0,28.0,0.357,18.0,21.0,0.857,9.0,33.0,42.0,25.0,8.0,7.0,9.0,18.0,114.0,,0.598,0.558,0.326,0.244,24.3,71.7,50.6,58.1,8.6,12.7,8.6,100.0,123.2,115.7,,,14.0,21.0,1.0,7.0,9.0,1.0,6.0,7.0,1.0,3.0,9.0,9.0,8.0,3.0,2.0,2.0,4.0,34.0,10.0,1.5,1.5,1.0,0.7,22.9,26.6,22.9,45.3,5.3,7.6,50.0,32.1,159.0,127.0,PHI,114,0,2024,2023-10-28,False
240.0,240.0,41.0,77.0,0.532,14.0,35.0,0.4,22.0,28.0,0.786,6.0,30.0,36.0,17.0,8.0,6.0,14.0,22.0,118.0,,0.661,0.623,0.455,0.364,17.6,63.8,44.4,41.5,8.3,10.9,13.6,100.0,122.1,124.2,,,10.0,22.0,1.0,4.0,10.0,0.667,15.0,15.0,1.0,3.0,8.0,9.0,5.0,2.0,3.0,5.0,4.0,36.0,9.0,1.0,1.0,1.0,2.0,11.8,25.7,19.9,23.4,5.1,9.0,55.6,31.5,205.0,132.0,LAC,118,0,1,240.0,240.0,42.0,96.0,0.438,16.0,41.0,0.39,20.0,22.0,0.909,17.0,28.0,45.0,27.0,7.0,4.0,14.0,24.0,120.0,,0.568,0.521,0.427,0.229,36.2,82.4,55.6,64.3,7.2,9.5,11.7,100.0,124.2,122.1,,,12.0,23.0,0.833,5.0,13.0,1.0,6.0,6.0,1.0,5.0,7.0,12.0,8.0,3.0,1.0,3.0,6.0,35.0,11.0,1.025,1.0,0.667,0.5,14.9,28.9,20.8,39.3,5.6,9.2,30.0,32.9,147.0,128.0,UTA,120,1,2024,2023-10-27,False
240.0,240.0,42.0,96.0,0.438,16.0,41.0,0.39,20.0,22.0,0.909,17.0,28.0,45.0,27.0,7.0,4.0,14.0,24.0,120.0,,0.568,0.521,0.427,0.229,36.2,82.4,55.6,64.3,7.2,9.5,11.7,100.0,124.2,122.1,,,12.0,23.0,0.833,5.0,13.0,1.0,6.0,6.0,1.0,5.0,7.0,12.0,8.0,3.0,1.0,3.0,6.0,35.0,11.0,1.025,1.0,0.667,0.5,14.9,28.9,20.8,39.3,5.6,9.2,30.0,32.9,147.0,128.0,UTA,120,1,0,240.0,240.0,41.0,77.0,0.532,14.0,35.0,0.4,22.0,28.0,0.786,6.0,30.0,36.0,17.0,8.0,6.0,14.0,22.0,118.0,,0.661,0.623,0.455,0.364,17.6,63.8,44.4,41.5,8.3,10.9,13.6,100.0,122.1,124.2,,,10.0,22.0,1.0,4.0,10.0,0.667,15.0,15.0,1.0,3.0,8.0,9.0,5.0,2.0,3.0,5.0,4.0,36.0,9.0,1.0,1.0,1.0,2.0,11.8,25.7,19.9,23.4,5.1,9.0,55.6,31.5,205.0,132.0,LAC,118,0,2024,2023-10-27,True
240.0,240.0,51.0,98.0,0.52,15.0,41.0,0.366,13.0,20.0,0.65,21.0,43.0,64.0,28.0,6.0,7.0,14.0,21.0,130.0,,0.609,0.597,0.418,0.204,45.7,75.4,62.1,54.9,6.1,13.0,11.6,100.0,132.0,103.6,,,15.0,22.0,0.682,7.0,13.0,0.538,5.0,7.0,1.0,7.0,7.0,10.0,7.0,2.0,4.0,3.0,4.0,42.0,19.0,0.837,0.841,1.0,0.444,36.8,25.9,22.6,35.2,3.9,17.9,25.4,37.2,186.0,114.0,GSW,130,0,1,240.0,240.0,38.0,93.0,0.409,10.0,39.0,0.256,16.0,26.0,0.615,14.0,25.0,39.0,23.0,8.0,3.0,11.0,18.0,102.0,,0.488,0.462,0.419,0.28,24.6,54.3,37.9,60.5,8.1,5.3,9.5,100.0,103.6,132.0,,,7.0,21.0,1.0,3.0,8.0,1.0,5.0,9.0,1.0,3.0,4.0,6.0,5.0,2.0,2.0,5.0,5.0,19.0,0.0,1.25,1.25,0.8,1.0,18.1,22.4,20.0,25.6,4.4,7.4,60.0,33.3,154.0,141.0,NOP,102,1,2024,2023-10-30,True
240.0,240.0,38.0,93.0,0.409,10.0,39.0,0.256,16.0,26.0,0.615,14.0,25.0,39.0,23.0,8.0,3.0,11.0,18.0,102.0,,0.488,0.462,0.419,0.28,24.6,54.3,37.9,60.5,8.1,5.3,9.5,100.0,103.6,132.0,,,7.0,21.0,1.0,3.0,8.0,1.0,5.0,9.0,1.0,3.0,4.0,6.0,5.0,2.0,2.0,5.0,5.0,19.0,0.0,1.25,1.25,0.8,1.0,18.1,22.4,20.0,25.6,4.4,7.4,60.0,33.3,154.0,141.0,NOP,102,1,0,240.0,240.0,51.0,98.0,0.52,15.0,41.0,0.366,13.0,20.0,0.65,21.0,43.0,64.0,28.0,6.0,7.0,14.0,21.0,130.0,,0.609,0.597,0.418,0.204,45.7,75.4,62.1,54.9,6.1,13.0,11.6,100.0,132.0,103.6,,,15.0,22.0,0.682,7.0,13.0,0.538,5.0,7.0,1.0,7.0,7.0,10.0,7.0,2.0,4.0,3.0,4.0,42.0,19.0,0.837,0.841,1.0,0.444,36.8,25.9,22.6,35.2,3.9,17.9,25.4,37.2,186.0,114.0,GSW,130,0,2024,2023-10-30,False
240.0,240.0,42.0,95.0,0.442,11.0,33.0,0.333,13.0,17.0,0.765,17.0,43.0,60.0,23.0,5.0,7.0,19.0,22.0,108.0,,0.527,0.5,0.347,0.179,35.4,70.5,55.0,54.8,4.9,12.1,15.6,100.0,106.2,102.3,,,13.0,22.0,1.0,3.0,9.0,1.0,3.0,5.0,1.0,4.0,11.0,14.0,8.0,1.0,3.0,6.0,5.0,32.0,7.0,1.5,1.5,1.0,1.333,14.3,31.1,22.1,41.4,16.4,12.9,38.7,30.3,300.0,112.0,PHO,108,0,1,240.0,240.0,36.0,101.0,0.356,10.0,43.0,0.233,22.0,28.0,0.786,18.0,31.0,49.0,19.0,11.0,6.0,11.0,23.0,104.0,,0.459,0.406,0.426,0.277,29.5,64.6,45.0,52.8,10.8,9.7,8.8,100.0,102.3,106.2,,,8.0,20.0,0.667,4.0,14.0,0.5,7.0,7.0,1.0,5.0,6.0,11.0,9.0,3.0,2.0,3.0,5.0,27.0,15.0,0.799,0.833,0.7,0.75,21.3,21.5,17.3,41.5,7.9,7.7,23.7,31.5,225.0,118.0,GSW,104,1,2024,2023-10-24,True
240.0,240.0,36.0,101.0,0.356,10.0,43.0,0.233,22.0,28.0,0.786,18.0,31.0,49.0,19.0,11.0,6.0,11.0,23.0,104.0,,0.459,0.406,0.426,0.277,29.5,64.6,45.0,52.8,10.8,9.7,8.8,100.0,102.3,106.2,,,8.0,20.0,0.667,4.0,14.0,0.5,7.0,7.0,1.0,5.0,6.0,11.0,9.0,3.0,2.0,3.0,5.0,27.0,15.0,0.799,0.833,0.7,0.75,21.3,21.5,17.3,41.5,7.9,7.7,23.7,31.5,225.0,118.0,GSW,104,1,0,240.0,240.0,42.0,95.0,0.442,11.0,33.0,0.333,13.0,17.0,0.765,17.0,43.0,60.0,23.0,5.0,7.0,19.0,22.0,108.0,,0.527,0.5,0.347,0.179,35.4,70.5,55.0,54.8,4.9,12.1,15.6,100.0,106.2,102.3,,,13.0,22.0,1.0,3.0,9.0,1.0,3.0,5.0,1.0,4.0,11.0,14.0,8.0,1.0,3.0,6.0,5.0,32.0,7.0,1.5,1.5,1.0,1.333,14.3,31.1,22.1,41.4,16.4,12.9,38.7,30.3,300.0,112.0,PHO,108,0,2024,2023-10-24,False
240.0,240.0,47.0,99.0,0.475,15.0,47.0,0.319,17.0,23.0,0.739,13.0,35.0,48.0,24.0,6.0,3.0,12.0,20.0,126.0,,0.577,0.551,0.475,0.232,26.5,79.5,51.6,51.1,5.6,5.6,9.9,100.0,118.4,111.8,,,13.0,25.0,0.875,4.0,11.0,1.0,4.0,7.0,1.0,5.0,12.0,13.0,10.0,2.0,1.0,4.0,4.0,33.0,20.0,0.858,0.875,0.727,0.8,16.0,38.2,19.6,48.7,2.6,3.9,20.8,37.1,177.0,118.0,DAL,126,0,1,240.0,240.0,46.0,89.0,0.517,11.0,35.0,0.314,16.0,22.0,0.727,9.0,36.0,45.0,33.0,8.0,5.0,19.0,23.0,119.0,,0.603,0.579,0.393,0.247,20.5,73.5,48.4,71.7,7.5,9.6,16.1,100.0,111.8,118.4,,,9.0,17.0,1.0,3.0,6.0,0.667,4.0,6.0,1.0,3.0,7.0,9.0,7.0,2.0,2.0,5.0,5.0,23.0,4.0,1.0,1.0,1.0,0.571,11.4,30.0,19.8,31.5,3.9,8.4,50.0,25.3,173.0,125.0,SAS,119,1,2024,2023-10-25,True
240.0,240.0,46.0,89.0,0.517,11.0,35.0,0.314,16.0,22.0,0.727,9.0,36.0,45.0,33.0,8.0,5.0,19.0,23.0,119.0,,0.603,0.579,0.393,0.247,20.5,73.5,48.4,71.7,7.5,9.6,16.1,100.0,111.8,118.4,,,9.0,17.0,1.0,3.0,6.0,0.667,4.0,6.0,1.0,3.0,7.0,9.0,7.0,2.0,2.0,5.0,5.0,23.0,4.0,1.0,1.0,1.0,0.571,11.4,30.0,19.8,31.5,3.9,8.4,50.0,25.3,173.0,125.0,SAS,119,1,0,240.0,240.0,47.0,99.0,0.475,15.0,47.0,0.319,17.0,23.0,0.739,13.0,35.0,48.0,24.0,6.0,3.0,12.0,20.0,126.0,,0.577,0.551,0.475,0.232,26.5,79.5,51.6,51.1,5.6,5.6,9.9,100.0,118.4,111.8,,,13.0,25.0,0.875,4.0,11.0,1.0,4.0,7.0,1.0,5.0,12.0,13.0,10.0,2.0,1.0,4.0,4.0,33.0,20.0,0.858,0.875,0.727,0.8,16.0,38.2,19.6,48.7,2.6,3.9,20.8,37.1,177.0,118.0,DAL,126,0,2024,2023-10-25,False
240.0,240.0,30.0,80.0,0.375,11.0,33.0,0.333,12.0,16.0,0.75,6.0,31.0,37.0,21.0,9.0,6.0,25.0,23.0,83.0,,0.477,0.444,0.413,0.2,13.3,77.5,43.5,70.0,8.6,12.2,22.3,100.0,79.4,117.7,,,6.0,12.0,0.75,2.0,5.0,0.5,3.0,6.0,1.0,2.0,5.0,6.0,4.0,1.0,1.0,5.0,4.0,14.0,9.0,0.761,0.75,1.0,2.0,15.4,34.7,17.4,34.7,6.6,14.2,100.0,31.0,153.0,127.0,SAS,83,0,1,240.0,240.0,47.0,91.0,0.516,16.0,42.0,0.381,13.0,21.0,0.619,9.0,39.0,48.0,23.0,15.0,5.0,16.0,16.0,123.0,,0.614,0.604,0.462,0.231,22.5,86.7,56.5,48.9,14.3,10.6,13.8,100.0,117.7,79.4,,,8.0,17.0,0.857,4.0,8.0,0.6,6.0,7.0,1.0,2.0,7.0,8.0,5.0,5.0,1.0,4.0,4.0,21.0,30.0,0.83,0.857,1.0,0.857,24.8,88.3,46.7,42.3,9.5,5.7,100.0,34.8,167.0,92.0,LAC,123,1,2024,2023-10-29,False
240.0,240.0,47.0,91.0,0.516,16.0,42.0,0.381,13.0,21.0,0.619,9.0,39.0,48.0,23.0,15.0,5.0,16.0,16.0,123.0,,0.614,0.604,0.462,0.231,22.5,86.7,56.5,48.9,14.3,10.6,13.8,100.0,117.7,79.4,,,8.0,17.0,0.857,4.0,8.0,0.6,6.0,7.0,1.0,2.0,7.0,8.0,5.0,5.0,1.0,4.0,4.0,21.0,30.0,0.83,0.857,1.0,0.857,24.8,88.3,46.7,42.3,9.5,5.7,100.0,34.8,167.0,92.0,LAC,123,1,0,240.0,240.0,30.0,80.0,0.375,11.0,33.0,0.333,12.0,16.0,0.75,6.0,31.0,37.0,21.0,9.0,6.0,25.0,23.0,83.0,,0.477,0.444,0.413,0.2,13.3,77.5,43.5,70.0,8.6,12.2,22.3,100.0,79.4,117.7,,,6.0,12.0,0.75,2.0,5.0,0.5,3.0,6.0,1.0,2.0,5.0,6.0,4.0,1.0,1.0,5.0,4.0,14.0,9.0,0.761,0.75,1.0,2.0,15.4,34.7,17.4,34.7,6.6,14.2,100.0,31.0,153.0,127.0,SAS,83,0,2024,2023-10-29,True
240.0,240.0,38.0,95.0,0.4,14.0,35.0,0.4,13.0,18.0,0.722,12.0,32.0,44.0,28.0,10.0,3.0,11.0,22.0,103.0,,0.5,0.474,0.368,0.189,24.5,91.4,52.4,73.7,10.1,5.8,9.7,100.0,104.5,107.6,,,7.0,17.0,1.0,5.0,7.0,1.0,4.0,4.0,1.0,3.0,6.0,8.0,8.0,3.0,2.0,3.0,4.0,17.0,10.0,1.417,1.417,1.0,0.4,11.1,36.9,17.3,41.9,8.1,5.6,33.3,29.4,138.0,114.0,ORL,103,0,1,240.0,240.0,42.0,79.0,0.532,8.0,27.0,0.296,14.0,18.0,0.778,3.0,37.0,40.0,28.0,7.0,10.0,16.0,17.0,106.0,,0.61,0.582,0.342,0.228,8.6,75.5,47.6,66.7,7.1,16.7,15.5,100.0,107.6,104.5,,,12.0,18.0,0.714,3.0,6.0,0.5,5.0,5.0,1.0,2.0,17.0,19.0,8.0,3.0,3.0,5.0,4.0,28.0,12.0,0.864,0.821,1.0,0.667,7.2,43.6,28.4,36.7,4.5,9.1,50.0,33.8,146.0,114.0,LAL,106,1,2024,2023-10-30,False
240.0,240.0,42.0,79.0,0.532,8.0,27.0,0.296,14.0,18.0,0.778,3.0,37.0,40.0,28.0,7.0,10.0,16.0,17.0,106.0,,0.61,0.582,0.342,0.228,8.6,75.5,47.6,66.7,7.1,16.7,15.5,100.0,107.6,104.5,,,12.0,18.0,0.714,3.0,6.0,0.5,5.0,5.0,1.0,2.0,17.0,19.0,8.0,3.0,3.0,5.0,4.0,28.0,12.0,0.864,0.821,1.0,0.667,7.2,43.6,28.4,36.7,4.5,9.1,50.0,33.8,146.0,114.0,LAL,106,1,0,240.0,240.0,38.0,95.0,0.4,14.0,35.0,0.4,13.0,18.0,0.722,12.0,32.0,44.0,28.0,10.0,3.0,11.0,22.0,103.0,,0.5,0.474,0.368,0.189,24.5,91.4,52.4,73.7,10.1,5.8,9.7,100.0,104.5,107.6,,,7.0,17.0,1.0,5.0,7.0,1.0,4.0,4.0,1.0,3.0,6.0,8.0,8.0,3.0,2.0,3.0,4.0,17.0,10.0,1.417,1.417,1.0,0.4,11.1,36.9,17.3,41.9,8.1,5.6,33.3,29.4,138.0,114.0,ORL,103,0,2024,2023-10-30,True
240.0,240.0,43.0,92.0,0.467,14.0,37.0,0.378,15.0,20.0,0.75,8.0,29.0,37.0,25.0,10.0,9.0,12.0,17.0,115.0,,0.57,0.543,0.402,0.217,17.8,82.9,46.3,58.1,9.8,20.5,10.6,100.0,113.2,112.2,,,10.0,20.0,0.75,4.0,9.0,1.0,4.0,5.0,1.0,3.0,6.0,8.0,5.0,3.0,4.0,5.0,5.0,27.0,13.0,1.0,1.0,1.0,1.0,11.3,27.2,17.0,21.5,5.3,15.5,33.3,37.9,190.0,123.0,SAS,115,0,1,240.0,240.0,42.0,83.0,0.506,18.0,39.0,0.462,12.0,15.0,0.8,6.0,37.0,43.0,29.0,8.0,7.0,19.0,18.0,114.0,,0.636,0.614,0.47,0.181,17.1,82.2,53.8,69.0,7.9,12.7,17.5,100.0,112.2,113.2,,,12.0,19.0,0.667,5.0,9.0,1.0,4.0,5.0,1.0,2.0,12.0,12.0,7.0,2.0,2.0,5.0,5.0,26.0,13.0,1.0,1.0,0.875,0.667,18.4,49.8,31.5,33.9,5.3,10.2,34.0,29.5,148.0,121.0,PHO,114,1,2024,2023-10-31,True
240.0,240.0,42.0,83.0,0.506,18.0,39.0,0.462,12.0,15.0,0.8,6.0,37.0,43.0,29.0,8.0,7.0,19.0,18.0,114.0,,0.636,0.614,0.47,0.181,17.1,82.2,53.8,69.0,7.9,12.7,17.5,100.0,112.2,113.2,,,12.0,19.0,0.667,5.0,9.0,1.0,4.0,5.0,1.0,2.0,12.0,12.0,7.0,2.0,2.0,5.0,5.0,26.0,13.0,1.0,1.0,0.875,0.667,18.4,49.8,31.5,33.9,5.3,10.2,34.0,29.5,148.0,121.0,PHO,114,1,0,240.0,240.0,43.0,92.0,0.467,14.0,37.0,0.378,15.0,20.0,0.75,8.0,29.0,37.0,25.0,10.0,9.0,12.0,17.0,115.0,,0.57,0.543,0.402,0.217,17.8,82.9,46.3,58.1,9.8,20.5,10.6,100.0,113.2,112.2,,,10.0,20.0,0.75,4.0,9.0,1.0,4.0,5.0,1.0,3.0,6.0,8.0,5.0,3.0,4.0,5.0,5.0,27.0,13.0,1.0,1.0,1.0,1.0,11.3,27.2,17.0,21.5,5.3,15.5,33.3,37.9,190.0,123.0,SAS,115,0,2024,2023-10-31,False
240.0,240.0,48.0,87.0,0.552,14.0,32.0,0.438,12.0,14.0,0.857,7.0,32.0,39.0,32.0,14.0,3.0,19.0,24.0,122.0,,0.655,0.632,0.368,0.161,18.4,76.2,48.8,66.7,13.3,5.6,16.9,100.0,116.2,108.6,,,14.0,19.0,0.8,7.0,10.0,0.7,6.0,6.0,1.0,3.0,9.0,12.0,12.0,3.0,2.0,4.0,4.0,41.0,11.0,1.0,1.0,0.8,0.5,13.4,36.5,25.5,42.6,6.5,6.6,29.1,31.5,150.0,115.0,GSW,122,0,1,240.0,240.0,41.0,94.0,0.436,12.0,40.0,0.3,20.0,29.0,0.69,10.0,31.0,41.0,24.0,10.0,3.0,14.0,16.0,114.0,,0.534,0.5,0.426,0.309,23.8,81.6,51.3,58.5,9.5,5.5,11.6,100.0,108.6,116.2,,,14.0,28.0,0.8,5.0,11.0,0.556,6.0,7.0,1.0,4.0,14.0,18.0,7.0,3.0,1.0,4.0,6.0,39.0,2.0,0.833,0.9,1.0,1.0,18.8,49.4,30.2,45.0,4.2,5.6,50.0,33.6,154.0,124.0,SAC,114,1,2024,2023-10-27,True
