mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
240.0,240.0,36.0,88.0,0.409,12.0,46.0,0.261,21.0,25.0,0.84,11.0,36.0,47.0,26.0,7.0,5.0,17.0,24.0,105.0,,0.53,0.477,0.523,0.284,24.4,78.3,51.6,72.2,6.9,7.1,14.7,100.0,103.5,110.4,,,6.0,16.0,0.571,3.0,8.0,0.5,6.0,8.0,1.0,3.0,9.0,11.0,13.0,2.0,2.0,4.0,6.0,20.0,9.0,0.625,0.625,1.0,0.571,16.9,29.6,18.3,61.7,4.5,5.0,36.4,30.6,132.0,116.0,IND,105,1,0,240.0,240.0,40.0,87.0,0.46,6.0,17.0,0.353,26.0,31.0,0.839,10.0,34.0,44.0,19.0,8.0,6.0,13.0,17.0,112.0,,0.556,0.494,0.195,0.356,21.7,75.6,48.4,47.5,7.9,14.3,11.4,100.0,110.4,103.5,,,10.0,19.0,0.714,1.0,6.0,1.0,10.0,11.0,1.0,5.0,12.0,17.0,4.0,2.0,1.0,3.0,4.0,24.0,15.0,0.833,0.833,1.0,0.647,15.2,37.3,26.2,21.2,4.8,11.3,40.0,27.9,122.0,111.0,CHI,112,0,2024,2023-10-30,False
240.0,240.0,47.0,102.0,0.461,19.0,51.0,0.373,17.0,20.0,0.85,15.0,30.0,45.0,29.0,6.0,8.0,11.0,25.0,130.0,,0.587,0.554,0.5,0.196,28.3,65.2,45.5,61.7,5.9,12.7,9.0,100.0,128.0,112.2,,,11.0,18.0,1.0,5.0,9.0,0.75,6.0,7.0,1.0,6.0,6.0,12.0,7.0,2.0,2.0,3.0,4.0,33.0,14.0,1.0,1.0,1.0,0.5,16.9,82.4,38.3,37.5,6.1,6.6,25.0,31.1,204.0,123.0,SAC,130,0,1,240.0,240.0,41.0,91.0,0.451,9.0,28.0,0.321,23.0,31.0,0.742,16.0,38.0,54.0,22.0,6.0,2.0,14.0,20.0,114.0,,0.545,0.5,0.308,0.341,34.8,71.7,54.5,53.7,5.9,3.9,11.8,100.0,112.2,128.0,,,8.0,16.0,0.8,2.0,6.0,0.5,6.0,8.0,1.0,4.0,8.0,11.0,6.0,2.0,1.0,4.0,4.0,24.0,2.0,0.8,0.8,0.6,0.778,43.2,37.5,40.1,94.0,6.0,4.3,34.0,33.5,149.0,136.0,UTA,114,1,2024,2023-10-25,True
240.0,240.0,41.0,91.0,0.451,9.0,28.0,0.321,23.0,31.0,0.742,16.0,38.0,54.0,22.0,6.0,2.0,14.0,20.0,114.0,,0.545,0.5,0.308,0.341,34.8,71.7,54.5,53.7,5.9,3.9,11.8,100.0,112.2,128.0,,,8.0,16.0,0.8,2.0,6.0,0.5,6.0,8.0,1.0,4.0,8.0,11.0,6.0,2.0,1.0,4.0,4.0,24.0,2.0,0.8,0.8,0.6,0.778,43.2,37.5,40.1,94.0,6.0,4.3,34.0,33.5,149.0,136.0,UTA,114,1,0,240.0,240.0,47.0,102.0,0.461,19.0,51.0,0.373,17.0,20.0,0.85,15.0,30.0,45.0,29.0,6.0,8.0,11.0,25.0,130.0,,0.587,0.554,0.5,0.196,28.3,65.2,45.5,61.7,5.9,12.7,9.0,100.0,128.0,112.2,,,11.0,18.0,1.0,5.0,9.0,0.75,6.0,7.0,1.0,6.0,6.0,12.0,7.0,2.0,2.0,3.0,4.0,33.0,14.0,1.0,1.0,1.0,0.5,16.9,82.4,38.3,37.5,6.1,6.6,25.0,31.1,204.0,123.0,SAC,130,0,2024,2023-10-25,False
240.0,240.0,32.0,79.0,0.405,12.0,34.0,0.353,10.0,16.0,0.625,7.0,24.0,31.0,19.0,6.0,3.0,18.0,24.0,86.0,,0.5,0.481,0.43,0.203,14.9,58.5,35.2,59.4,6.4,5.7,17.3,100.0,91.8,123.8,,,6.0,13.0,1.0,4.0,7.0,1.0,6.0,7.0,0.857,3.0,6.0,8.0,6.0,1.0,1.0,4.0,6.0,14.0,-2.0,1.5,1.5,1.0,0.7,22.1,24.7,15.3,46.2,4.6,8.1,33.3,32.2,300.0,133.0,HOU,86,0,1,240.0,240.0,42.0,87.0,0.483,9.0,34.0,0.265,23.0,26.0,0.885,17.0,40.0,57.0,19.0,8.0,6.0,14.0,20.0,116.0,,0.589,0.534,0.391,0.299,41.5,85.1,64.8,45.2,8.5,13.3,12.5,100.0,123.8,91.8,,,8.0,12.0,1.0,3.0,7.0,0.5,6.0,7.0,1.0,4.0,7.0,8.0,5.0,3.0,2.0,3.0,4.0,20.0,17.0,1.025,1.0,1.0,2.0,24.4,63.8,34.1,45.5,10.7,44.4,61.5,42.3,212.0,101.0,ORL,116,1,2024,2023-10-25,False
240.0,240.0,42.0,87.0,0.483,9.0,34.0,0.265,23.0,26.0,0.885,17.0,40.0,57.0,19.0,8.0,6.0,14.0,20.0,116.0,,0.589,0.534,0.391,0.299,41.5,85.1,64.8,45.2,8.5,13.3,12.5,100.0,123.8,91.8,,,8.0,12.0,1.0,3.0,7.0,0.5,6.0,7.0,1.0,4.0,7.0,8.0,5.0,3.0,2.0,3.0,4.0,20.0,17.0,1.025,1.0,1.0,2.0,24.4,63.8,34.1,45.5,10.7,44.4,61.5,42.3,212.0,101.0,ORL,116,1,0,240.0,240.0,32.0,79.0,0.405,12.0,34.0,0.353,10.0,16.0,0.625,7.0,24.0,31.0,19.0,6.0,3.0,18.0,24.0,86.0,,0.5,0.481,0.43,0.203,14.9,58.5,35.2,59.4,6.4,5.7,17.3,100.0,91.8,123.8,,,6.0,13.0,1.0,4.0,7.0,1.0,6.0,7.0,0.857,3.0,6.0,8.0,6.0,1.0,1.0,4.0,6.0,14.0,-2.0,1.5,1.5,1.0,0.7,22.1,24.7,15.3,46.2,4.6,8.1,33.3,32.2,300.0,133.0,HOU,86,0,2024,2023-10-25,True
240.0,240.0,40.0,91.0,0.44,12.0,37.0,0.324,12.0,14.0,0.857,15.0,30.0,45.0,26.0,6.0,5.0,18.0,20.0,104.0,,0.535,0.505,0.407,0.154,31.9,81.1,53.6,65.0,6.1,10.4,15.6,100.0,106.0,128.4,,,7.0,13.0,0.8,5.0,8.0,1.0,6.0,6.0,1.0,5.0,5.0,10.0,6.0,2.0,2.0,5.0,4.0,19.0,6.0,0.827,0.813,1.0,0.75,18.2,64.5,37.9,39.5,8.1,15.7,42.9,29.7,153.0,134.0,UTA,104,0,1,240.0,240.0,45.0,85.0,0.529,10.0,37.0,0.27,26.0,28.0,0.929,7.0,32.0,39.0,31.0,10.0,7.0,11.0,19.0,126.0,,0.647,0.588,0.435,0.329,18.9,68.1,46.4,68.9,10.2,13.0,10.2,100.0,128.4,106.0,,,9.0,14.0,1.0,3.0,7.0,0.429,9.0,9.0,1.0,2.0,5.0,7.0,7.0,2.0,2.0,3.0,3.0,26.0,30.0,1.0,1.0,0.7,0.818,13.5,50.8,28.4,70.7,4.8,21.8,100.0,34.3,200.0,116.0,PHO,126,1,2024,2023-10-28,False
240.0,240.0,45.0,85.0,0.529,10.0,37.0,0.27,26.0,28.0,0.929,7.0,32.0,39.0,31.0,10.0,7.0,11.0,19.0,126.0,,0.647,0.588,0.435,0.329,18.9,68.1,46.4,68.9,10.2,13.0,10.2,100.0,128.4,106.0,,,9.0,14.0,1.0,3.0,7.0,0.429,9.0,9.0,1.0,2.0,5.0,7.0,7.0,2.0,2.0,3.0,3.0,26.0,30.0,1.0,1.0,0.7,0.818,13.5,50.8,28.4,70.7,4.8,21.8,100.0,34.3,200.0,116.0,PHO,126,1,0,240.0,240.0,40.0,91.0,0.44,12.0,37.0,0.324,12.0,14.0,0.857,15.0,30.0,45.0,26.0,6.0,5.0,18.0,20.0,104.0,,0.535,0.505,0.407,0.154,31.9,81.1,53.6,65.0,6.1,10.4,15.6,100.0,106.0,128.4,,,7.0,13.0,0.8,5.0,8.0,1.0,6.0,6.0,1.0,5.0,5.0,10.0,6.0,2.0,2.0,5.0,4.0,19.0,6.0,0.827,0.813,1.0,0.75,18.2,64.5,37.9,39.5,8.1,15.7,42.9,29.7,153.0,134.0,UTA,104,0,2024,2023-10-28,True
240.0,240.0,38.0,81.0,0.469,7.0,30.0,0.233,19.0,33.0,0.576,7.0,33.0,40.0,23.0,9.0,3.0,16.0,24.0,102.0,,0.534,0.512,0.37,0.407,16.7,78.6,47.6,60.5,8.7,5.2,14.3,100.0,98.8,114.3,,,6.0,13.0,1.0,2.0,7.0,0.5,5.0,8.0,1.0,2.0,7.0,8.0,4.0,4.0,1.0,3.0,5.0,15.0,5.0,1.0,1.0,1.0,1.0,29.1,29.1,15.4,96.3,5.8,5.8,50.0,59.5,218.0,123.0,ORL,102,0,1,240.0,240.0,44.0,89.0,0.494,14.0,31.0,0.452,16.0,23.0,0.696,9.0,35.0,44.0,29.0,10.0,4.0,16.0,26.0,118.0,,0.595,0.573,0.348,0.258,21.4,83.3,52.4,65.9,9.7,7.8,13.9,100.0,114.3,98.8,,,8.0,17.0,1.0,6.0,9.0,1.0,5.0,7.0,1.0,2.0,7.0,9.0,7.0,5.0,1.0,3.0,4.0,27.0,19.0,1.5,1.5,1.0,0.875,39.2,35.3,22.7,100.0,7.1,4.9,50.0,42.9,300.0,108.0,LAC,118,1,2024,2023-10-31,False
240.0,240.0,44.0,89.0,0.494,14.0,31.0,0.452,16.0,23.0,0.696,9.0,35.0,44.0,29.0,10.0,4.0,16.0,26.0,118.0,,0.595,0.573,0.348,0.258,21.4,83.3,52.4,65.9,9.7,7.8,13.9,100.0,114.3,98.8,,,8.0,17.0,1.0,6.0,9.0,1.0,5.0,7.0,1.0,2.0,7.0,9.0,7.0,5.0,1.0,3.0,4.0,27.0,19.0,1.5,1.5,1.0,0.875,39.2,35.3,22.7,100.0,7.1,4.9,50.0,42.9,300.0,108.0,LAC,118,1,0,240.0,240.0,38.0,81.0,0.469,7.0,30.0,0.233,19.0,33.0,0.576,7.0,33.0,40.0,23.0,9.0,3.0,16.0,24.0,102.0,,0.534,0.512,0.37,0.407,16.7,78.6,47.6,60.5,8.7,5.2,14.3,100.0,98.8,114.3,,,6.0,13.0,1.0,2.0,7.0,0.5,5.0,8.0,1.0,2.0,7.0,8.0,4.0,4.0,1.0,3.0,5.0,15.0,5.0,1.0,1.0,1.0,1.0,29.1,29.1,15.4,96.3,5.8,5.8,50.0,59.5,218.0,123.0,ORL,102,0,2024,2023-10-31,True
240.0,240.0,41.0,92.0,0.446,11.0,32.0,0.344,9.0,15.0,0.6,17.0,39.0,56.0,28.0,3.0,13.0,16.0,23.0,102.0,,0.517,0.505,0.348,0.163,34.7,70.9,53.8,68.3,3.2,18.6,14.0,100.0,108.9,110.0,,,13.0,27.0,1.0,4.0,9.0,0.667,2.0,3.0,1.0,6.0,8.0,14.0,9.0,2.0,5.0,4.0,5.0,30.0,9.0,1.031,1.0,1.0,0.667,18.5,32.4,22.8,51.3,3.4,12.8,26.5,35.1,172.0,121.0,DET,102,0,1,240.0,240.0,37.0,92.0,0.402,8.0,22.0,0.364,21.0,26.0,0.808,16.0,32.0,48.0,22.0,11.0,3.0,7.0,18.0,103.0,,0.498,0.446,0.239,0.283,29.1,65.3,46.2,59.5,11.7,5.0,6.3,100.0,110.0,108.9,,,7.0,24.0,1.0,3.0,7.0,0.6,8.0,10.0,1.0,8.0,8.0,13.0,4.0,3.0,2.0,2.0,5.0,22.0,6.0,1.0,1.0,0.667,1.0,20.3,28.3,17.5,29.4,7.8,5.0,25.0,32.8,151.0,120.0,MIA,103,1,2024,2023-10-25,False
240.0,240.0,37.0,92.0,0.402,8.0,22.0,0.364,21.0,26.0,0.808,16.0,32.0,48.0,22.0,11.0,3.0,7.0,18.0,103.0,,0.498,0.446,0.239,0.283,29.1,65.3,46.2,59.5,11.7,5.0,6.3,100.0,110.0,108.9,,,7.0,24.0,1.0,3.0,7.0,0.6,8.0,10.0,1.0,8.0,8.0,13.0,4.0,3.0,2.0,2.0,5.0,22.0,6.0,1.0,1.0,0.667,1.0,20.3,28.3,17.5,29.4,7.8,5.0,25.0,32.8,151.0,120.0,MIA,103,1,0,240.0,240.0,41.0,92.0,0.446,11.0,32.0,0.344,9.0,15.0,0.6,17.0,39.0,56.0,28.0,3.0,13.0,16.0,23.0,102.0,,0.517,0.505,0.348,0.163,34.7,70.9,53.8,68.3,3.2,18.6,14.0,100.0,108.9,110.0,,,13.0,27.0,1.0,4.0,9.0,0.667,2.0,3.0,1.0,6.0,8.0,14.0,9.0,2.0,5.0,4.0,5.0,30.0,9.0,1.031,1.0,1.0,0.667,18.5,32.4,22.8,51.3,3.4,12.8,26.5,35.1,172.0,121.0,DET,102,0,2024,2023-10-25,True
240.0,240.0,40.0,88.0,0.455,10.0,30.0,0.333,21.0,25.0,0.84,12.0,41.0,53.0,28.0,7.0,6.0,23.0,29.0,111.0,,0.561,0.511,0.341,0.284,28.6,78.8,56.4,70.0,6.6,10.0,18.9,100.0,104.0,92.8,,,8.0,14.0,0.875,3.0,7.0,0.429,11.0,12.0,1.0,6.0,11.0,17.0,6.0,2.0,2.0,5.0,6.0,24.0,28.0,0.875,0.875,1.0,1.2,19.7,29.1,24.9,37.2,4.0,4.6,50.0,33.5,171.0,98.0,DET,111,0,1,240.0,240.0,33.0,88.0,0.375,7.0,28.0,0.25,26.0,34.0,0.765,11.0,30.0,41.0,20.0,13.0,7.0,18.0,23.0,99.0,,0.481,0.415,0.318,0.386,21.2,71.4,43.6,60.6,12.2,12.1,14.9,100.0,92.8,104.0,,,8.0,20.0,0.5,2.0,7.0,0.5,10.0,12.0,1.0,3.0,8.0,9.0,9.0,3.0,2.0,4.0,6.0,20.0,1.0,0.714,0.538,0.412,2.5,8.9,27.0,13.9,48.0,6.4,10.1,51.5,31.5,120.0,111.0,CHO,99,1,2024,2023-10-27,True
240.0,240.0,33.0,88.0,0.375,7.0,28.0,0.25,26.0,34.0,0.765,11.0,30.0,41.0,20.0,13.0,7.0,18.0,23.0,99.0,,0.481,0.415,0.318,0.386,21.2,71.4,43.6,60.6,12.2,12.1,14.9,100.0,92.8,104.0,,,8.0,20.0,0.5,2.0,7.0,0.5,10.0,12.0,1.0,3.0,8.0,9.0,9.0,3.0,2.0,4.0,6.0,20.0,1.0,0.714,0.538,0.412,2.5,8.9,27.0,13.9,48.0,6.4,10.1,51.5,31.5,120.0,111.0,CHO,99,1,0,240.0,240.0,40.0,88.0,0.455,10.0,30.0,0.333,21.0,25.0,0.84,12.0,41.0,53.0,28.0,7.0,6.0,23.0,29.0,111.0,,0.561,0.511,0.341,0.284,28.6,78.8,56.4,70.0,6.6,10.0,18.9,100.0,104.0,92.8,,,8.0,14.0,0.875,3.0,7.0,0.429,11.0,12.0,1.0,6.0,11.0,17.0,6.0,2.0,2.0,5.0,6.0,24.0,28.0,0.875,0.875,1.0,1.2,19.7,29.1,24.9,37.2,4.0,4.6,50.0,33.5,171.0,98.0,DET,111,0,2024,2023-10-27,False
240.0,240.0,51.0,102.0,0.5,19.0,53.0,0.358,5.0,7.0,0.714,15.0,36.0,51.0,31.0,11.0,6.0,17.0,21.0,126.0,,0.6,0.593,0.52,0.069,34.1,76.6,56.0,60.8,10.8,11.8,13.9,100.0,123.8,105.1,,,14.0,24.0,1.0,8.0,13.0,1.0,2.0,4.0,1.0,4.0,6.0,8.0,8.0,3.0,2.0,4.0,3.0,36.0,32.0,1.25,1.25,1.0,0.286,39.5,25.7,19.1,34.7,9.8,7.1,100.0,35.6,174.0,116.0,BOS,126,0,1,240.0,240.0,39.0,87.0,0.448,11.0,36.0,0.306,18.0,26.0,0.692,11.0,29.0,40.0,26.0,12.0,4.0,15.0,13.0,107.0,,0.543,0.511,0.414,0.299,23.4,65.9,44.0,66.7,11.8,8.2,13.2,100.0,105.1,123.8,,,9.0,15.0,1.0,3.0,6.0,1.0,7.0,8.0,1.0,3.0,5.0,7.0,7.0,4.0,2.0,3.0,4.0,21.0,14.0,1.036,1.1,1.0,4.0,25.5,27.3,26.4,42.3,15.7,8.2,33.3,27.3,210.0,135.0,WAS,107,1,2024,2023-10-30,True
240.0,240.0,39.0,87.0,0.448,11.0,36.0,0.306,18.0,26.0,0.692,11.0,29.0,40.0,26.0,12.0,4.0,15.0,13.0,107.0,,0.543,0.511,0.414,0.299,23.4,65.9,44.0,66.7,11.8,8.2,13.2,100.0,105.1,123.8,,,9.0,15.0,1.0,3.0,6.0,1.0,7.0,8.0,1.0,3.0,5.0,7.0,7.0,4.0,2.0,3.0,4.0,21.0,14.0,1.036,1.1,1.0,4.0,25.5,27.3,26.4,42.3,15.7,8.2,33.3,27.3,210.0,135.0,WAS,107,1,0,240.0,240.0,51.0,102.0,0.5,19.0,53.0,0.358,5.0,7.0,0.714,15.0,36.0,51.0,31.0,11.0,6.0,17.0,21.0,126.0,,0.6,0.593,0.52,0.069,34.1,76.6,56.0,60.8,10.8,11.8,13.9,100.0,123.8,105.1,,,14.0,24.0,1.0,8.0,13.0,1.0,2.0,4.0,1.0,4.0,6.0,8.0,8.0,3.0,2.0,4.0,3.0,36.0,32.0,1.25,1.25,1.0,0.286,39.5,25.7,19.1,34.7,9.8,7.1,100.0,35.6,174.0,116.0,BOS,126,0,2024,2023-10-30,False
240.0,240.0,39.0,93.0,0.419,11.0,28.0,0.393,13.0,16.0,0.813,13.0,20.0,33.0,16.0,10.0,5.0,8.0,20.0,102.0,,0.51,0.478,0.301,0.172,25.5,57.1,38.4,41.0,10.9,8.6,7.4,100.0,111.6,129.1,,,19.0,33.0,1.0,7.0,13.0,1.0,6.0,8.0,1.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,5.0,51.0,4.0,1.5,1.5,1.0,0.538,19.5,20.0,19.3,29.5,10.9,5.7,25.0,48.1,300.0,140.0,CHI,102,0,1,240.0,240.0,45.0,86.0,0.523,12.0,28.0,0.429,16.0,20.0,0.8,15.0,38.0,53.0,29.0,4.0,4.0,15.0,18.0,118.0,,0.622,0.593,0.326,0.233,42.9,74.5,61.6,64.4,4.4,6.2,13.7,100.0,129.1,111.6,,,9.0,19.0,0.818,6.0,10.0,1.0,6.0,7.0,1.0,6.0,9.0,15.0,10.0,1.0,2.0,6.0,4.0,25.0,19.0,0.871,0.818,1.0,0.571,24.8,31.5,28.1,35.5,2.4,4.4,33.3,31.0,181.0,120.0,DET,118,1,2024,2023-10-28,False
240.0,240.0,45.0,86.0,0.523,12.0,28.0,0.429,16.0,20.0,0.8,15.0,38.0,53.0,29.0,4.0,4.0,15.0,18.0,118.0,,0.622,0.593,0.326,0.233,42.9,74.5,61.6,64.4,4.4,6.2,13.7,100.0,129.1,111.6,,,9.0,19.0,0.818,6.0,10.0,1.0,6.0,7.0,1.0,6.0,9.0,15.0,10.0,1.0,2.0,6.0,4.0,25.0,19.0,0.871,0.818,1.0,0.571,24.8,31.5,28.1,35.5,2.4,4.4,33.3,31.0,181.0,120.0,DET,118,1,0,240.0,240.0,39.0,93.0,0.419,11.0,28.0,0.393,13.0,16.0,0.813,13.0,20.0,33.0,16.0,10.0,5.0,8.0,20.0,102.0,,0.51,0.478,0.301,0.172,25.5,57.1,38.4,41.0,10.9,8.6,7.4,100.0,111.6,129.1,,,19.0,33.0,1.0,7.0,13.0,1.0,6.0,8.0,1.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,5.0,51.0,4.0,1.5,1.5,1.0,0.538,19.5,20.0,19.3,29.5,10.9,5.7,25.0,48.1,300.0,140.0,CHI,102,0,2024,2023-10-28,True
240.0,240.0,39.0,91.0,0.429,15.0,28.0,0.536,19.0,24.0,0.792,13.0,28.0,41.0,31.0,6.0,5.0,16.0,25.0,112.0,,0.551,0.511,0.308,0.264,25.5,82.4,48.2,79.5,5.9,9.3,13.6,100.0,109.7,121.4,,,7.0,15.0,0.75,4.0,7.0,1.0,7.0,8.0,1.0,7.0,7.0,10.0,7.0,1.0,3.0,7.0,5.0,20.0,8.0,0.864,0.75,0.5,2.0,21.5,77.7,31.1,53.3,25.9,8.7,50.0,31.5,188.0,128.0,DET,112,0,1,240.0,240.0,44.0,83.0,0.53,13.0,29.0,0.448,23.0,28.0,0.821,6.0,38.0,44.0,21.0,9.0,10.0,15.0,19.0,124.0,,0.65,0.608,0.349,0.337,17.6,74.5,51.8,47.7,8.8,15.9,13.6,100.0,121.4,109.7,,,11.0,23.0,1.0,4.0,5.0,1.0,9.0,9.0,1.0,3.0,8.0,9.0,6.0,3.0,4.0,5.0,5.0,32.0,17.0,1.19,1.25,1.0,1.5,14.9,35.6,24.0,28.8,4.3,12.7,33.8,71.9,190.0,122.0,OKC,124,1,2024,2023-10-30,False
240.0,240.0,44.0,83.0,0.53,13.0,29.0,0.448,23.0,28.0,0.821,6.0,38.0,44.0,21.0,9.0,10.0,15.0,19.0,124.0,,0.65,0.608,0.349,0.337,17.6,74.5,51.8,47.7,8.8,15.9,13.6,100.0,121.4,109.7,,,11.0,23.0,1.0,4.0,5.0,1.0,9.0,9.0,1.0,3.0,8.0,9.0,6.0,3.0,4.0,5.0,5.0,32.0,17.0,1.19,1.25,1.0,1.5,14.9,35.6,24.0,28.8,4.3,12.7,33.8,71.9,190.0,122.0,OKC,124,1,0,240.0,240.0,39.0,91.0,0.429,15.0,28.0,0.536,19.0,24.0,0.792,13.0,28.0,41.0,31.0,6.0,5.0,16.0,25.0,112.0,,0.551,0.511,0.308,0.264,25.5,82.4,48.2,79.5,5.9,9.3,13.6,100.0,109.7,121.4,,,7.0,15.0,0.75,4.0,7.0,1.0,7.0,8.0,1.0,7.0,7.0,10.0,7.0,1.0,3.0,7.0,5.0,20.0,8.0,0.864,0.75,0.5,2.0,21.5,77.7,31.1,53.3,25.9,8.7,50.0,31.5,188.0,128.0,DET,112,0,2024,2023-10-30,True
240.0,240.0,40.0,87.0,0.46,13.0,26.0,0.5,15.0,19.0,0.789,6.0,41.0,47.0,22.0,8.0,10.0,18.0,17.0,108.0,,0.566,0.534,0.299,0.218,13.0,83.7,49.5,55.0,7.6,21.3,15.9,100.0,102.5,99.6,,,15.0,26.0,1.0,3.0,7.0,1.0,4.0,6.0,1.0,3.0,12.0,13.0,6.0,5.0,7.0,5.0,5.0,34.0,12.0,1.5,1.5,1.0,0.5,8.1,38.1,21.3,26.7,6.3,23.2,100.0,37.5,186.0,110.0,OKC,108,0,1,240.0,240.0,38.0,92.0,0.413,12.0,45.0,0.267,17.0,23.0,0.739,8.0,40.0,48.0,20.0,10.0,8.0,13.0,16.0,105.0,,0.514,0.478,0.489,0.25,16.3,87.0,50.5,52.6,9.5,13.1,11.3,100.0,99.6,102.5,,,15.0,27.0,0.556,4.0,11.0,0.4,9.0,11.0,0.818,4.0,13.0,15.0,5.0,3.0,2.0,5.0,4.0,43.0,8.0,0.675,0.667,0.833,0.5,14.0,40.0,22.4,47.1,3.4,8.0,25.0,36.4,123.0,112.0,CLE,105,1,2024,2023-10-27,True
240.0,240.0,38.0,92.0,0.413,12.0,45.0,0.267,17.0,23.0,0.739,8.0,40.0,48.0,20.0,10.0,8.0,13.0,16.0,105.0,,0.514,0.478,0.489,0.25,16.3,87.0,50.5,52.6,9.5,13.1,11.3,100.0,99.6,102.5,,,15.0,27.0,0.556,4.0,11.0,0.4,9.0,11.0,0.818,4.0,13.0,15.0,5.0,3.0,2.0,5.0,4.0,43.0,8.0,0.675,0.667,0.833,0.5,14.0,40.0,22.4,47.1,3.4,8.0,25.0,36.4,123.0,112.0,CLE,105,1,0,240.0,240.0,40.0,87.0,0.46,13.0,26.0,0.5,15.0,19.0,0.789,6.0,41.0,47.0,22.0,8.0,10.0,18.0,17.0,108.0,,0.566,0.534,0.299,0.218,13.0,83.7,49.5,55.0,7.6,21.3,15.9,100.0,102.5,99.6,,,15.0,26.0,1.0,3.0,7.0,1.0,4.0,6.0,1.0,3.0,12.0,13.0,6.0,5.0,7.0,5.0,5.0,34.0,12.0,1.5,1.5,1.0,0.5,8.1,38.1,21.3,26.7,6.3,23.2,100.0,37.5,186.0,110.0,OKC,108,0,2024,2023-10-27,False
240.0,240.0,38.0,85.0,0.447,11.0,35.0,0.314,12.0,15.0,0.8,13.0,38.0,51.0,20.0,6.0,7.0,14.0,19.0,99.0,,0.54,0.512,0.412,0.176,28.3,73.1,52.0,52.6,6.5,10.8,13.3,100.0,106.6,98.0,,,9.0,21.0,0.75,3.0,8.0,0.75,4.0,4.0,1.0,7.0,16.0,23.0,7.0,2.0,2.0,4.0,6.0,22.0,12.0,1.125,1.125,1.0,0.5,22.8,46.1,35.2,35.0,4.9,4.6,25.4,34.7,222.0,108.0,POR,99,0,1,240.0,240.0,38.0,94.0,0.404,4.0,29.0,0.138,11.0,15.0,0.733,14.0,33.0,47.0,19.0,10.0,4.0,11.0,17.0,91.0,,0.452,0.426,0.309,0.16,26.9,71.7,48.0,50.0,10.8,8.0,9.9,100.0,98.0,106.6,,,9.0,21.0,0.75,2.0,9.0,0.333,3.0,3.0,1.0,5.0,8.0,12.0,8.0,2.0,1.0,4.0,3.0,20.0,1.0,0.751,0.75,1.0,0.5,16.4,25.0,20.2,37.5,5.0,5.7,17.7,28.0,131.0,118.0,TOR,91,1,2024,2023-10-30,True
